user_id,prd_id,title,ranking
Ghana,Household,Household,312
Monaco,Office Supplies,Office Supplies,7924
Kosovo,Meat,Meat,9911
Greece,Personal Care,Personal Care,2528
Samoa ,Cosmetics,Cosmetics,4063
Saudi Arabia,Personal Care,Personal Care,9831
South Korea,Cosmetics,Cosmetics,7182
Djibouti,Vegetables,Vegetables,496
Netherlands,Cosmetics,Cosmetics,6184
Guinea-Bissau,Clothes,Clothes,7688
Israel,Cereal,Cereal,482
Greenland,Cosmetics,Cosmetics,7071
Cuba,Beverages,Beverages,1990
Poland,Baby Food,Baby Food,6808
Israel,Fruits,Fruits,5122
Kuwait,Vegetables,Vegetables,7563
Madagascar,Personal Care,Personal Care,6793
Cameroon,Clothes,Clothes,2502
Portugal,Cereal,Cereal,6415
Singapore,Beverages,Beverages,7287
Slovakia,Meat,Meat,5904
South Sudan,Cereal,Cereal,83
Malta,Household,Household,9673
Burkina Faso,Vegetables,Vegetables,1554
Malaysia,Snacks,Snacks,4637
Monaco,Fruits,Fruits,4864
San Marino,Fruits,Fruits,209
Croatia,Personal Care,Personal Care,5677
Federated States of Micronesia,Snacks,Snacks,8304
Gabon,Meat,Meat,2158
China,Cereal,Cereal,3336
Moldova ,Cereal,Cereal,4969
United Kingdom,Personal Care,Personal Care,2218
Turkey,Cereal,Cereal,7276
San Marino,Office Supplies,Office Supplies,4365
Macedonia,Beverages,Beverages,4741
Kuwait,Meat,Meat,1691
Estonia,Cereal,Cereal,5531
Saudi Arabia,Office Supplies,Office Supplies,8610
Cape Verde,Office Supplies,Office Supplies,307
Kosovo,Household,Household,2035
Lithuania,Snacks,Snacks,2236
Comoros,Vegetables,Vegetables,1382
Angola,Clothes,Clothes,6979
Spain,Vegetables,Vegetables,8564
South Africa,Meat,Meat,2703
Bulgaria,Vegetables,Vegetables,7995
Cote d'Ivoire,Cereal,Cereal,70
Kiribati,Household,Household,6589
Uzbekistan,Fruits,Fruits,2245
Moldova ,Household,Household,3760
Belarus,Household,Household,4891
Philippines,Baby Food,Baby Food,1423
Haiti,Meat,Meat,6174
Slovakia,Meat,Meat,3991
Guinea-Bissau,Clothes,Clothes,6756
Liechtenstein,Meat,Meat,8379
Central African Republic,Fruits,Fruits,9802
Swaziland,Cosmetics,Cosmetics,4000
Belize,Meat,Meat,977
Syria,Office Supplies,Office Supplies,2769
Mali,Snacks,Snacks,8443
India,Snacks,Snacks,9099
Myanmar,Fruits,Fruits,2866
Japan,Snacks,Snacks,9905
Finland,Meat,Meat,7409
Czech Republic,Household,Household,4601
Equatorial Guinea,Cereal,Cereal,7736
Jordan,Cosmetics,Cosmetics,5100
Chad,Vegetables,Vegetables,2012
Iraq,Beverages,Beverages,5818
Australia,Fruits,Fruits,900
Singapore,Office Supplies,Office Supplies,3668
Bulgaria,Household,Household,7564
Bangladesh,Snacks,Snacks,8063
Kazakhstan,Cereal,Cereal,7669
Israel,Baby Food,Baby Food,919
The Bahamas,Household,Household,9379
Kuwait,Household,Household,6648
United Kingdom,Personal Care,Personal Care,3357
Nigeria,Cereal,Cereal,2166
Senegal,Personal Care,Personal Care,2768
Bahrain,Meat,Meat,6887
Ethiopia,Cosmetics,Cosmetics,3276
Russia,Snacks,Snacks,2723
Haiti,Household,Household,3045
Cyprus,Household,Household,4090
Turkmenistan,Baby Food,Baby Food,2739
Spain,Meat,Meat,7902
Saudi Arabia,Baby Food,Baby Food,5521
Kyrgyzstan,Vegetables,Vegetables,3572
Myanmar,Fruits,Fruits,7057
Croatia,Fruits,Fruits,3014
Thailand,Baby Food,Baby Food,5510
Malawi,Clothes,Clothes,643
Cambodia,Cosmetics,Cosmetics,1544
Czech Republic,Office Supplies,Office Supplies,3373
Cameroon,Household,Household,8323
Marshall Islands,Cosmetics,Cosmetics,618
Cyprus,Baby Food,Baby Food,1512
Federated States of Micronesia,Cereal,Cereal,4291
Estonia,Office Supplies,Office Supplies,9274
Tanzania,Clothes,Clothes,8808
Luxembourg,Beverages,Beverages,2273
Cuba,Personal Care,Personal Care,1081
San Marino,Vegetables,Vegetables,3674
Kyrgyzstan,Household,Household,525
Central African Republic,Cosmetics,Cosmetics,9140
Panama,Cereal,Cereal,9055
Sweden,Clothes,Clothes,6836
Sao Tome and Principe,Fruits,Fruits,1083
Cuba,Baby Food,Baby Food,7426
Switzerland,Clothes,Clothes,3525
Nigeria,Clothes,Clothes,4073
Angola,Household,Household,5794
Romania,Meat,Meat,2443
Haiti,Beverages,Beverages,9805
South Sudan,Personal Care,Personal Care,698
Zimbabwe,Cosmetics,Cosmetics,9970
The Gambia,Cereal,Cereal,9503
Germany,Clothes,Clothes,3206
Indonesia,Personal Care,Personal Care,2022
Bangladesh,Snacks,Snacks,8925
South Africa,Snacks,Snacks,3919
Vietnam,Office Supplies,Office Supplies,9041
Chad,Beverages,Beverages,3358
Estonia,Cereal,Cereal,7969
Libya,Beverages,Beverages,1003
Ireland,Fruits,Fruits,2623
Bosnia and Herzegovina,Clothes,Clothes,19
Czech Republic,Baby Food,Baby Food,2416
Iran,Clothes,Clothes,6069
Russia,Vegetables,Vegetables,9263
Somalia,Fruits,Fruits,7317
Iceland,Snacks,Snacks,7579
Iran,Office Supplies,Office Supplies,4428
Namibia,Baby Food,Baby Food,4276
Zambia,Snacks,Snacks,565
Sudan,Snacks,Snacks,8769
Haiti,Cereal,Cereal,1393
Sao Tome and Principe,Vegetables,Vegetables,2972
Democratic Republic of the Congo,Meat,Meat,5075
Yemen,Cosmetics,Cosmetics,1300
Uganda,Cereal,Cereal,2276
Marshall Islands,Clothes,Clothes,665
Myanmar,Household,Household,6160
East Timor,Cosmetics,Cosmetics,483
Norway,Household,Household,2390
United Kingdom,Vegetables,Vegetables,2667
Luxembourg,Office Supplies,Office Supplies,9132
Albania,Beverages,Beverages,1632
Saint Vincent and the Grenadines,Beverages,Beverages,7048
Tonga,Fruits,Fruits,4291
Philippines,Baby Food,Baby Food,9303
Comoros,Household,Household,59
East Timor,Cereal,Cereal,1562
Eritrea,Beverages,Beverages,849
Antigua and Barbuda ,Personal Care,Personal Care,1987
Saint Kitts and Nevis ,Household,Household,1076
Benin,Meat,Meat,1244
Lebanon,Vegetables,Vegetables,7653
Israel,Meat,Meat,2496
Russia,Cereal,Cereal,9996
Austria,Fruits,Fruits,1407
Ghana,Snacks,Snacks,17
Liechtenstein,Beverages,Beverages,6142
Honduras,Fruits,Fruits,2131
Kuwait,Household,Household,7364
Niger,Household,Household,3252
Guatemala,Cereal,Cereal,8237
Russia,Fruits,Fruits,2794
Madagascar,Snacks,Snacks,4426
Namibia,Baby Food,Baby Food,2671
Lebanon,Cosmetics,Cosmetics,4095
Norway,Office Supplies,Office Supplies,7297
Slovenia,Cereal,Cereal,7907
Afghanistan,Baby Food,Baby Food,3587
Grenada,Vegetables,Vegetables,9027
New Zealand,Beverages,Beverages,953
Central African Republic,Personal Care,Personal Care,3119
Jordan,Baby Food,Baby Food,1311
Libya,Beverages,Beverages,8347
Liechtenstein,Beverages,Beverages,9075
Mauritania,Personal Care,Personal Care,5375
Ireland,Cosmetics,Cosmetics,1158
Moldova ,Cosmetics,Cosmetics,7366
Iraq,Clothes,Clothes,6974
Somalia,Fruits,Fruits,9986
Singapore,Household,Household,8438
Benin,Cosmetics,Cosmetics,1398
Chad,Meat,Meat,9964
Kosovo,Snacks,Snacks,2266
Lesotho,Clothes,Clothes,8465
Denmark,Cosmetics,Cosmetics,5754
Italy,Meat,Meat,3356
Botswana,Personal Care,Personal Care,7527
Mauritius ,Household,Household,6551
Niger,Office Supplies,Office Supplies,5748
Jamaica,Beverages,Beverages,2464
Slovakia,Household,Household,1081
Haiti,Household,Household,8009
Belize,Cosmetics,Cosmetics,6691
Namibia,Baby Food,Baby Food,2600
Syria,Vegetables,Vegetables,8241
Costa Rica,Beverages,Beverages,8151
Federated States of Micronesia,Personal Care,Personal Care,3896
Liechtenstein,Beverages,Beverages,9076
Georgia,Snacks,Snacks,4320
Sri Lanka,Personal Care,Personal Care,2289
Ireland,Snacks,Snacks,2676
Gabon,Baby Food,Baby Food,7205
Morocco,Fruits,Fruits,4629
Nicaragua,Baby Food,Baby Food,5737
Albania,Vegetables,Vegetables,8343
Belarus,Fruits,Fruits,2299
Saudi Arabia,Baby Food,Baby Food,4482
Greenland,Fruits,Fruits,3806
China,Cereal,Cereal,6210
Macedonia,Cereal,Cereal,9671
Mozambique,Cosmetics,Cosmetics,9192
Saudi Arabia,Household,Household,1809
North Korea,Office Supplies,Office Supplies,1590
Mexico,Household,Household,4633
Ireland,Baby Food,Baby Food,4069
Turkmenistan,Meat,Meat,5058
Ethiopia,Personal Care,Personal Care,9794
Laos,Fruits,Fruits,2498
Cyprus,Household,Household,4427
Panama,Snacks,Snacks,8867
Vatican City,Household,Household,6135
Latvia,Beverages,Beverages,8579
Kazakhstan,Meat,Meat,5579
Algeria,Beverages,Beverages,8547
Madagascar,Baby Food,Baby Food,5926
Federated States of Micronesia,Cereal,Cereal,8187
Palau,Household,Household,2837
Myanmar,Cereal,Cereal,9412
Palau,Clothes,Clothes,4479
Tajikistan,Clothes,Clothes,6636
San Marino,Vegetables,Vegetables,1514
Rwanda,Office Supplies,Office Supplies,6773
Moldova ,Cosmetics,Cosmetics,7106
Croatia,Vegetables,Vegetables,9237
Vanuatu,Snacks,Snacks,6921
Niger,Fruits,Fruits,5943
Grenada,Meat,Meat,9121
Federated States of Micronesia,Beverages,Beverages,1304
Australia,Fruits,Fruits,4372
Portugal,Clothes,Clothes,2235
Swaziland,Snacks,Snacks,5836
Macedonia,Snacks,Snacks,8149
Benin,Snacks,Snacks,9178
Turkmenistan,Cereal,Cereal,960
Cape Verde,Personal Care,Personal Care,2563
Uzbekistan,Cosmetics,Cosmetics,5084
Panama,Beverages,Beverages,6653
Tunisia ,Meat,Meat,7433
Malta,Clothes,Clothes,4614
Switzerland,Fruits,Fruits,7422
Saudi Arabia,Personal Care,Personal Care,2109
Pakistan,Fruits,Fruits,6964
Slovakia,Clothes,Clothes,7303
Kiribati,Fruits,Fruits,475
Sierra Leone,Cosmetics,Cosmetics,859
Portugal,Personal Care,Personal Care,4867
Belarus,Household,Household,5942
Niger,Vegetables,Vegetables,9556
Marshall Islands,Clothes,Clothes,8215
Greece,Personal Care,Personal Care,6454
Somalia,Clothes,Clothes,5842
Grenada,Beverages,Beverages,9977
Sierra Leone,Household,Household,9489
Finland,Personal Care,Personal Care,7038
Equatorial Guinea,Fruits,Fruits,2318
Saint Lucia,Baby Food,Baby Food,7051
Japan,Cereal,Cereal,9993
Malawi,Snacks,Snacks,1931
Kuwait,Office Supplies,Office Supplies,680
Hungary,Snacks,Snacks,6091
South Sudan,Fruits,Fruits,5042
Afghanistan,Office Supplies,Office Supplies,6445
Brunei,Office Supplies,Office Supplies,6243
Jordan,Clothes,Clothes,2408
Kenya,Office Supplies,Office Supplies,9946
Liberia,Clothes,Clothes,5893
Grenada,Office Supplies,Office Supplies,4317
Sweden,Beverages,Beverages,1316
Azerbaijan,Household,Household,19
Turkmenistan,Snacks,Snacks,5588
Hungary,Clothes,Clothes,216
Democratic Republic of the Congo,Meat,Meat,8126
Luxembourg,Vegetables,Vegetables,573
Costa Rica,Baby Food,Baby Food,843
Republic of the Congo,Personal Care,Personal Care,9253
Syria,Snacks,Snacks,8152
Nauru,Personal Care,Personal Care,6920
Canada,Office Supplies,Office Supplies,6968
North Korea,Cereal,Cereal,6739
Serbia,Baby Food,Baby Food,6705
Israel,Household,Household,4373
Lithuania,Office Supplies,Office Supplies,9278
Lesotho,Personal Care,Personal Care,7987
Rwanda,Vegetables,Vegetables,9099
Ukraine,Snacks,Snacks,8245
Guatemala,Cereal,Cereal,3084
Croatia,Cosmetics,Cosmetics,8310
Equatorial Guinea,Beverages,Beverages,646
Georgia,Fruits,Fruits,3847
Greenland,Household,Household,3700
South Korea,Cosmetics,Cosmetics,3020
The Bahamas,Cereal,Cereal,6658
Philippines,Cereal,Cereal,6493
Guatemala,Meat,Meat,6437
Lithuania,Clothes,Clothes,7430
Democratic Republic of the Congo,Cereal,Cereal,2448
Azerbaijan,Household,Household,1495
Oman,Household,Household,6608
Kenya,Cosmetics,Cosmetics,6853
Panama,Baby Food,Baby Food,3329
Marshall Islands,Cosmetics,Cosmetics,4166
Guinea-Bissau,Office Supplies,Office Supplies,9525
Cuba,Personal Care,Personal Care,6599
Cape Verde,Cosmetics,Cosmetics,4612
Senegal,Snacks,Snacks,9817
Cape Verde,Baby Food,Baby Food,502
Libya,Fruits,Fruits,1984
Croatia,Household,Household,1610
Bulgaria,Snacks,Snacks,3762
Hungary,Personal Care,Personal Care,4850
Maldives,Vegetables,Vegetables,8317
Uganda,Beverages,Beverages,9637
Central African Republic,Office Supplies,Office Supplies,1313
Oman,Meat,Meat,7883
Dominican Republic,Cosmetics,Cosmetics,913
Seychelles ,Baby Food,Baby Food,4003
Montenegro,Clothes,Clothes,7782
Panama,Snacks,Snacks,4912
Azerbaijan,Beverages,Beverages,5084
El Salvador,Cosmetics,Cosmetics,23
Fiji,Cereal,Cereal,8483
Japan,Beverages,Beverages,1250
Iraq,Clothes,Clothes,6142
Ukraine,Household,Household,3007
Dominica,Clothes,Clothes,8726
Mozambique,Snacks,Snacks,2209
Laos,Beverages,Beverages,9400
China,Personal Care,Personal Care,8270
Malawi,Clothes,Clothes,3826
Lithuania,Beverages,Beverages,3103
Pakistan,Household,Household,169
Vatican City,Vegetables,Vegetables,1123
Vanuatu,Meat,Meat,9094
Israel,Vegetables,Vegetables,9244
South Korea,Cosmetics,Cosmetics,3764
Monaco,Baby Food,Baby Food,6879
Belize,Cosmetics,Cosmetics,9843
Costa Rica,Vegetables,Vegetables,5943
Papua New Guinea,Household,Household,5496
Algeria,Beverages,Beverages,850
East Timor,Snacks,Snacks,1386
Samoa ,Cereal,Cereal,8514
Hungary,Office Supplies,Office Supplies,677
Mongolia,Cosmetics,Cosmetics,8349
San Marino,Beverages,Beverages,9034
Liberia,Beverages,Beverages,2269
Benin,Personal Care,Personal Care,4621
Saint Kitts and Nevis ,Baby Food,Baby Food,4688
Jamaica,Meat,Meat,8101
Moldova ,Beverages,Beverages,2521
Yemen,Office Supplies,Office Supplies,2639
Oman,Clothes,Clothes,5180
Guinea-Bissau,Snacks,Snacks,3899
Bosnia and Herzegovina,Vegetables,Vegetables,4581
Belize,Cereal,Cereal,45
Saudi Arabia,Meat,Meat,5138
Estonia,Cosmetics,Cosmetics,1740
Mauritania,Meat,Meat,3764
Tuvalu,Snacks,Snacks,2150
Myanmar,Meat,Meat,9873
Republic of the Congo,Household,Household,6938
Greece,Office Supplies,Office Supplies,5380
Fiji,Beverages,Beverages,4267
Jordan,Baby Food,Baby Food,4699
Croatia,Household,Household,4803
Greece,Meat,Meat,4743
Madagascar,Personal Care,Personal Care,1710
Marshall Islands,Fruits,Fruits,4927
Mexico,Fruits,Fruits,650
Pakistan,Beverages,Beverages,7165
Tuvalu,Beverages,Beverages,9789
The Gambia,Vegetables,Vegetables,5871
Mauritania,Household,Household,9790
Finland,Beverages,Beverages,7959
East Timor,Fruits,Fruits,3818
Indonesia,Household,Household,2842
United Kingdom,Cosmetics,Cosmetics,7536
Turkmenistan,Personal Care,Personal Care,2436
Bhutan,Clothes,Clothes,9109
Iraq,Vegetables,Vegetables,1154
Malaysia,Baby Food,Baby Food,9201
Tuvalu,Fruits,Fruits,5911
Saint Kitts and Nevis ,Household,Household,975
Guatemala,Personal Care,Personal Care,6119
Sudan,Vegetables,Vegetables,97
Estonia,Cereal,Cereal,3694
Qatar,Fruits,Fruits,4729
Democratic Republic of the Congo,Personal Care,Personal Care,3049
Georgia,Office Supplies,Office Supplies,5536
Barbados,Office Supplies,Office Supplies,1099
Iraq,Personal Care,Personal Care,5682
Australia,Household,Household,7257
Swaziland,Office Supplies,Office Supplies,831
Myanmar,Fruits,Fruits,3438
Uganda,Baby Food,Baby Food,9147
Honduras,Beverages,Beverages,4055
Togo,Personal Care,Personal Care,1294
Bulgaria,Baby Food,Baby Food,6024
Malawi,Clothes,Clothes,437
Oman,Clothes,Clothes,8757
Lesotho,Cereal,Cereal,2238
Saint Kitts and Nevis ,Snacks,Snacks,4168
Armenia,Baby Food,Baby Food,4864
Thailand,Cosmetics,Cosmetics,6673
New Zealand,Fruits,Fruits,8976
San Marino,Baby Food,Baby Food,3185
Ethiopia,Beverages,Beverages,7740
Ethiopia,Meat,Meat,3117
Namibia,Fruits,Fruits,6820
Saudi Arabia,Personal Care,Personal Care,8385
Haiti,Clothes,Clothes,4379
Slovenia,Beverages,Beverages,3402
Liberia,Vegetables,Vegetables,1082
Cyprus,Beverages,Beverages,5082
Andorra,Clothes,Clothes,93
Ghana,Household,Household,2839
Turkey,Personal Care,Personal Care,7076
Turkmenistan,Cosmetics,Cosmetics,8588
Algeria,Cosmetics,Cosmetics,194
Papua New Guinea,Baby Food,Baby Food,6742
Panama,Office Supplies,Office Supplies,112
Mongolia,Personal Care,Personal Care,4216
Panama,Cosmetics,Cosmetics,9994
Ukraine,Cereal,Cereal,423
Denmark,Beverages,Beverages,5505
Costa Rica,Office Supplies,Office Supplies,7277
Vietnam,Beverages,Beverages,4807
Mali,Cosmetics,Cosmetics,9194
Ethiopia,Fruits,Fruits,8566
Cambodia,Snacks,Snacks,3086
Malaysia,Clothes,Clothes,9945
Turkey,Meat,Meat,8367
Belarus,Snacks,Snacks,4608
Mauritius ,Cereal,Cereal,6953
Niger,Snacks,Snacks,719
Turkey,Fruits,Fruits,3256
Iceland,Clothes,Clothes,8943
Ireland,Vegetables,Vegetables,4192
Nigeria,Vegetables,Vegetables,2444
Qatar,Personal Care,Personal Care,9173
Liechtenstein,Cosmetics,Cosmetics,6885
Singapore,Snacks,Snacks,115
Slovakia,Meat,Meat,431
Belize,Snacks,Snacks,1431
Guinea,Office Supplies,Office Supplies,3745
Luxembourg,Snacks,Snacks,34
Israel,Household,Household,9992
Burundi,Cosmetics,Cosmetics,5341
Togo,Clothes,Clothes,4836
Cape Verde,Meat,Meat,9263
Estonia,Beverages,Beverages,6440
Tonga,Clothes,Clothes,6216
Israel,Fruits,Fruits,5470
Greece,Cosmetics,Cosmetics,3113
Germany,Meat,Meat,5089
South Sudan,Snacks,Snacks,9369
Indonesia,Cosmetics,Cosmetics,960
Namibia,Snacks,Snacks,6898
Saint Lucia,Personal Care,Personal Care,1249
Guinea,Clothes,Clothes,113
Seychelles ,Snacks,Snacks,6619
Slovenia,Beverages,Beverages,5929
Haiti,Meat,Meat,234
South Korea,Personal Care,Personal Care,3759
Laos,Vegetables,Vegetables,7759
Ghana,Personal Care,Personal Care,5519
Trinidad and Tobago,Office Supplies,Office Supplies,7357
Azerbaijan,Personal Care,Personal Care,5621
South Korea,Beverages,Beverages,9692
Kazakhstan,Baby Food,Baby Food,980
Jordan,Personal Care,Personal Care,7929
Russia,Baby Food,Baby Food,1011
Somalia,Snacks,Snacks,7731
Eritrea,Office Supplies,Office Supplies,7626
Jamaica,Cereal,Cereal,7263
Lithuania,Baby Food,Baby Food,5241
Cambodia,Vegetables,Vegetables,7189
Yemen,Cereal,Cereal,768
Georgia,Vegetables,Vegetables,672
Hungary,Snacks,Snacks,3623
Malawi,Personal Care,Personal Care,3377
China,Cosmetics,Cosmetics,5720
Liberia,Office Supplies,Office Supplies,3468
Guinea,Clothes,Clothes,1471
Vanuatu,Snacks,Snacks,1609
Luxembourg,Beverages,Beverages,7793
Finland,Personal Care,Personal Care,964
Bhutan,Beverages,Beverages,4097
Bhutan,Fruits,Fruits,7197
Sao Tome and Principe,Personal Care,Personal Care,2300
Macedonia,Cereal,Cereal,8472
Slovakia,Personal Care,Personal Care,6813
Syria,Cereal,Cereal,5453
Djibouti,Vegetables,Vegetables,4553
Luxembourg,Cereal,Cereal,1305
Nicaragua,Baby Food,Baby Food,4933
Singapore,Personal Care,Personal Care,1691
Russia,Office Supplies,Office Supplies,9866
Eritrea,Snacks,Snacks,4775
Mozambique,Fruits,Fruits,3767
Bangladesh,Beverages,Beverages,1222
San Marino,Baby Food,Baby Food,3550
Mauritania,Personal Care,Personal Care,4195
Serbia,Household,Household,8629
Finland,Vegetables,Vegetables,9358
Afghanistan,Vegetables,Vegetables,918
China,Meat,Meat,4877
Brunei,Meat,Meat,4832
Canada,Cereal,Cereal,1414
Swaziland,Household,Household,7283
Liberia,Snacks,Snacks,2133
Mozambique,Beverages,Beverages,7687
Samoa ,Fruits,Fruits,2700
Taiwan,Cosmetics,Cosmetics,7957
Switzerland,Clothes,Clothes,1277
Croatia,Cereal,Cereal,2508
Maldives,Fruits,Fruits,8529
Qatar,Cereal,Cereal,8253
El Salvador,Meat,Meat,7621
Togo,Fruits,Fruits,4606
Syria,Cosmetics,Cosmetics,4215
Panama,Personal Care,Personal Care,3483
Norway,Vegetables,Vegetables,6476
Solomon Islands,Clothes,Clothes,9295
Swaziland,Fruits,Fruits,5069
Equatorial Guinea,Baby Food,Baby Food,8959
Serbia,Meat,Meat,3157
Palau,Household,Household,1887
Luxembourg,Household,Household,6404
Federated States of Micronesia,Meat,Meat,9994
Nepal,Cereal,Cereal,2975
Turkey,Fruits,Fruits,7694
Oman,Clothes,Clothes,3533
Botswana,Fruits,Fruits,1901
Central African Republic,Office Supplies,Office Supplies,1242
United Arab Emirates,Household,Household,2029
Republic of the Congo,Household,Household,1767
Croatia,Meat,Meat,9992
Cape Verde,Household,Household,3272
Italy,Fruits,Fruits,204
Bulgaria,Personal Care,Personal Care,6420
Andorra,Meat,Meat,9580
Slovenia,Cereal,Cereal,4376
Japan,Fruits,Fruits,7532
Luxembourg,Clothes,Clothes,2804
Samoa ,Office Supplies,Office Supplies,5976
Spain,Beverages,Beverages,9867
Nicaragua,Household,Household,9326
Malta,Office Supplies,Office Supplies,6231
Mali,Meat,Meat,4494
Taiwan,Fruits,Fruits,5059
The Bahamas,Beverages,Beverages,897
Ethiopia,Snacks,Snacks,2014
Israel,Beverages,Beverages,447
Gabon,Office Supplies,Office Supplies,5262
Saudi Arabia,Cosmetics,Cosmetics,7558
Malawi,Cosmetics,Cosmetics,5466
Switzerland,Baby Food,Baby Food,9146
Mauritius ,Household,Household,5790
Kyrgyzstan,Personal Care,Personal Care,4623
Solomon Islands,Personal Care,Personal Care,1899
Jordan,Beverages,Beverages,5904
Republic of the Congo,Cereal,Cereal,1955
Norway,Meat,Meat,7403
Cape Verde,Vegetables,Vegetables,6625
Panama,Snacks,Snacks,6033
Sao Tome and Principe,Cereal,Cereal,9070
Malawi,Baby Food,Baby Food,1210
Georgia,Clothes,Clothes,4957
Syria,Baby Food,Baby Food,4847
Nicaragua,Household,Household,2448
Vatican City,Vegetables,Vegetables,1358
Germany,Beverages,Beverages,2207
Monaco,Personal Care,Personal Care,7657
Portugal,Cosmetics,Cosmetics,7400
China,Snacks,Snacks,3159
Taiwan,Cereal,Cereal,3689
Grenada,Beverages,Beverages,9776
Ethiopia,Snacks,Snacks,9239
Comoros,Personal Care,Personal Care,1925
Indonesia,Office Supplies,Office Supplies,4714
Algeria,Cosmetics,Cosmetics,6517
Togo,Clothes,Clothes,3278
Tonga,Beverages,Beverages,2969
United Kingdom,Vegetables,Vegetables,595
Spain,Personal Care,Personal Care,3192
Cyprus,Vegetables,Vegetables,4829
Turkey,Beverages,Beverages,1603
Solomon Islands,Snacks,Snacks,6644
North Korea,Fruits,Fruits,5114
Macedonia,Household,Household,9205
Fiji,Beverages,Beverages,3140
Mauritius ,Fruits,Fruits,8174
Lebanon,Personal Care,Personal Care,7595
El Salvador,Beverages,Beverages,1718
Luxembourg,Baby Food,Baby Food,2892
Montenegro,Clothes,Clothes,498
Greece,Household,Household,5947
Yemen,Meat,Meat,7680
Sri Lanka,Personal Care,Personal Care,6172
Turkey,Personal Care,Personal Care,8928
Federated States of Micronesia,Clothes,Clothes,5483
Namibia,Office Supplies,Office Supplies,2405
Moldova ,Clothes,Clothes,8293
Benin,Baby Food,Baby Food,8776
Georgia,Baby Food,Baby Food,1516
Cape Verde,Baby Food,Baby Food,1205
Guinea-Bissau,Clothes,Clothes,4566
Mongolia,Cosmetics,Cosmetics,5355
Tuvalu,Clothes,Clothes,9358
United Arab Emirates,Meat,Meat,9392
Antigua and Barbuda ,Snacks,Snacks,305
Zambia,Fruits,Fruits,3978
Yemen,Cosmetics,Cosmetics,4321
Federated States of Micronesia,Cereal,Cereal,2278
Iran,Cereal,Cereal,821
Antigua and Barbuda ,Personal Care,Personal Care,9956
Dominica,Meat,Meat,1719
Algeria,Baby Food,Baby Food,5177
Japan,Beverages,Beverages,1428
Malta,Vegetables,Vegetables,8603
Georgia,Snacks,Snacks,6863
Armenia,Office Supplies,Office Supplies,3400
The Bahamas,Office Supplies,Office Supplies,7438
Zimbabwe,Clothes,Clothes,5231
Samoa ,Personal Care,Personal Care,5067
Ethiopia,Personal Care,Personal Care,2261
Uzbekistan,Beverages,Beverages,4163
Norway,Beverages,Beverages,5153
Seychelles ,Snacks,Snacks,1641
Federated States of Micronesia,Household,Household,7071
Iraq,Meat,Meat,6916
Malta,Fruits,Fruits,3680
Luxembourg,Snacks,Snacks,1900
Belarus,Baby Food,Baby Food,3144
Philippines,Office Supplies,Office Supplies,1009
Somalia,Beverages,Beverages,6126
Japan,Clothes,Clothes,1156
Jordan,Household,Household,5791
Austria,Baby Food,Baby Food,1755
Croatia,Baby Food,Baby Food,7803
Afghanistan,Beverages,Beverages,4721
Kazakhstan,Cereal,Cereal,326
Bahrain,Vegetables,Vegetables,4466
North Korea,Snacks,Snacks,4023
Vietnam,Meat,Meat,7907
United Arab Emirates,Fruits,Fruits,2060
Turkmenistan,Household,Household,4456
Senegal,Household,Household,99
Moldova ,Household,Household,6027
Tunisia ,Office Supplies,Office Supplies,6306
El Salvador,Fruits,Fruits,7035
Turkmenistan,Household,Household,1344
Macedonia,Clothes,Clothes,4394
Luxembourg,Baby Food,Baby Food,8377
New Zealand,Vegetables,Vegetables,7518
Armenia,Baby Food,Baby Food,3070
Ukraine,Snacks,Snacks,8320
Azerbaijan,Baby Food,Baby Food,3586
Panama,Cereal,Cereal,1215
Democratic Republic of the Congo,Beverages,Beverages,589
Tajikistan,Fruits,Fruits,3117
Tanzania,Household,Household,7244
China,Household,Household,3441
Senegal,Clothes,Clothes,9214
Saint Kitts and Nevis ,Cosmetics,Cosmetics,4099
China,Vegetables,Vegetables,4664
Canada,Office Supplies,Office Supplies,9507
Mongolia,Personal Care,Personal Care,4257
Slovakia,Snacks,Snacks,6577
Nauru,Cosmetics,Cosmetics,1159
Belize,Meat,Meat,4725
Mauritius ,Household,Household,1032
Malaysia,Vegetables,Vegetables,5865
Nepal,Vegetables,Vegetables,2041
Mexico,Cereal,Cereal,4409
Portugal,Fruits,Fruits,4850
Lesotho,Cereal,Cereal,7273
Rwanda,Cosmetics,Cosmetics,2623
Sao Tome and Principe,Meat,Meat,3871
Macedonia,Meat,Meat,1024
Kazakhstan,Fruits,Fruits,6116
Haiti,Clothes,Clothes,8217
Zambia,Beverages,Beverages,8423
Singapore,Clothes,Clothes,4866
Turkey,Beverages,Beverages,7706
Mauritania,Vegetables,Vegetables,4135
Tajikistan,Meat,Meat,3378
Zimbabwe,Cereal,Cereal,1689
Mauritius ,Office Supplies,Office Supplies,7355
Nigeria,Cosmetics,Cosmetics,5691
Tanzania,Meat,Meat,4049
United Arab Emirates,Clothes,Clothes,6806
Vietnam,Baby Food,Baby Food,375
Sri Lanka,Meat,Meat,8197
Jamaica,Cosmetics,Cosmetics,5747
Antigua and Barbuda ,Baby Food,Baby Food,5529
Saint Kitts and Nevis ,Snacks,Snacks,2079
China,Meat,Meat,6965
Djibouti,Household,Household,3785
Jordan,Cereal,Cereal,3170
Comoros,Cereal,Cereal,7780
